Batch Size,Train RMSE,Validation RMSE,Time (s)
8,0.7991119623184204,0.835369348526001,1350.6911113262177
32,0.7992810606956482,0.8354328870773315,839.1619691848755
128,0.7999323606491089,0.8357734680175781,772.5122804641724
512,0.8464059829711914,0.8782749772071838,726.7842750549316
