Alpha,Train RMSE,Validation RMSE,Time (s)
0.001,0.8090330958366394,0.8303837776184082,807.0926995277405
0.003,0.8067845106124878,0.8301700353622437,801.7294611930847
0.01,0.8004137277603149,0.8320207595825195,799.8108115196228
0.03,0.7920478582382202,0.8371444344520569,799.66628241539
0.1,0.792052686214447,0.8424184322357178,796.1278960704803
0.3,0.7940971255302429,0.8463708162307739,796.9080884456635
1.0,0.7956643104553223,0.8487839698791504,802.2313439846039
