Number of Factors,Train RMSE,Validation RMSE,Time (s)
1,0.955146312713623,0.9602594971656799,2106.434675693512
2,0.9334974884986877,0.945108950138092,2159.1124844551086
4,0.9165116548538208,0.9419389963150024,3105.0655479431152
8,0.9038746953010559,0.9515400528907776,4397.98699426651
16,0.8916863799095154,0.9182040691375732,7022.442121744156
32,0.9447908401489258,0.9547127485275269,11359.707652568817
