Batch Size,Train RMSE,Validation RMSE,Time (s)
8,0.831915557384491,0.8996317386627197,3047.765559196472
32,0.8384625911712646,0.886300265789032,2463.749058485031
128,0.8446688652038574,0.8855762481689453,2325.695020675659
512,0.8491800427436829,0.8896551728248596,2330.407330751419
