Run,Time Taken,Best Epoch,Train RMSE,Test RMSE
1,30.117543697357178,11,0.817303478717804,0.9416385889053345
2,29.407947301864624,11,0.8180240988731384,0.9412523508071899
3,30.484734296798706,11,0.8173103332519531,0.9421422481536865
4,30.86945390701294,11,0.820609450340271,0.9447087645530701
5,31.20663595199585,11,0.8169682621955872,0.942315936088562
6,30.978546857833862,11,0.816893458366394,0.9416072368621826
7,30.668312311172485,11,0.8170183300971985,0.941802978515625
8,30.944852352142334,11,0.8176466822624207,0.9425943493843079
9,30.93140482902527,11,0.817819356918335,0.9423350095748901
10,30.7845778465271,11,0.8180593848228455,0.943350613117218
11,30.78385090827942,11,0.817644476890564,0.9420517086982727
12,30.811797380447388,11,0.8186497092247009,0.9417481422424316
13,29.665709018707275,11,0.8167887330055237,0.9419955611228943
14,30.835412740707397,11,0.8173669576644897,0.9425534605979919
15,30.057857275009155,11,0.8181301355361938,0.9406039714813232
16,30.505579471588135,11,0.8173002600669861,0.941341757774353
17,30.75391459465027,11,0.8193889260292053,0.9421511888504028
18,31.029661178588867,11,0.8164974451065063,0.9409429430961609
19,30.894850492477417,11,0.8247770667076111,0.9495471715927124
20,30.589547872543335,11,0.8173742294311523,0.9420549869537354
21,30.73827075958252,11,0.8176558017730713,0.9414933323860168
22,30.755268812179565,11,0.8176620006561279,0.9417948126792908
23,30.863958835601807,11,0.8171331882476807,0.9419405460357666
24,30.762351989746094,11,0.8170966506004333,0.9424696564674377
25,30.81126356124878,11,0.8203734755516052,0.9416119456291199
26,30.83842420578003,11,0.8191573023796082,0.9428747892379761
27,30.59088373184204,11,0.8168448209762573,0.9417132139205933
28,30.33736538887024,11,0.8215148448944092,0.9432123303413391
29,30.69546890258789,11,0.8194524645805359,0.9441269040107727
30,30.563066005706787,11,0.8173478841781616,0.9412750005722046
31,30.511582851409912,11,0.8185448050498962,0.9433972239494324
32,30.314085245132446,11,0.8179380297660828,0.9424833059310913
33,30.653629064559937,11,0.8175468444824219,0.9422663450241089
34,30.571616649627686,11,0.8192471861839294,0.9416449666023254
35,29.906970977783203,11,0.8175767660140991,0.9420813322067261
36,30.371238470077515,11,0.8173519372940063,0.9421230554580688
37,30.304930925369263,11,0.8185356855392456,0.9432917237281799
38,30.590405464172363,11,0.8177638649940491,0.943423867225647
39,30.497465133666992,11,0.8170731067657471,0.9417023658752441
40,32.888453006744385,11,0.8181490898132324,0.9403312802314758
41,30.45590591430664,11,0.8203220367431641,0.9417734146118164
42,30.68824028968811,11,0.8347240090370178,0.9631730914115906
43,30.730000019073486,11,0.8174409866333008,0.9417238831520081
44,30.488605976104736,11,0.8177201747894287,0.9420986175537109
45,30.32143545150757,11,0.8175210952758789,0.9404777884483337
46,30.534722328186035,11,0.8180229067802429,0.9424566030502319
47,30.346006870269775,11,0.8171737790107727,0.9410144686698914
48,30.545087814331055,11,0.8171591758728027,0.9417601227760315
49,30.108970880508423,11,0.8193027377128601,0.9431409239768982
50,28.779571056365967,11,0.8172798752784729,0.942923367023468
51,30.01909852027893,11,0.8165012001991272,0.9416747093200684
52,29.830281496047974,11,0.8175170421600342,0.9420444369316101
53,29.949535846710205,11,0.8204751014709473,0.9414786100387573
54,30.542075634002686,11,0.8182896375656128,0.9409842491149902
55,30.647428274154663,11,0.8180596232414246,0.9414823055267334
56,30.682557582855225,11,0.8176462054252625,0.940536379814148
57,31.014820098876953,11,0.816634476184845,0.9419686794281006
58,30.805307626724243,11,0.8176428079605103,0.94237220287323
59,30.478968143463135,11,0.8175154328346252,0.9425881505012512
60,30.58101534843445,11,0.8207828998565674,0.9440977573394775
61,30.551064491271973,11,0.8186399340629578,0.9426977634429932
62,30.91250252723694,11,0.8170400857925415,0.9415526390075684
63,31.14365267753601,11,0.8215180039405823,0.9423262476921082
64,30.770225286483765,11,0.8182343244552612,0.9425359964370728
65,30.636741399765015,11,0.8168472647666931,0.942040741443634
66,30.927148818969727,11,0.8237329721450806,0.9439387321472168
67,30.870424032211304,11,0.8168378472328186,0.9417740106582642
68,30.497751474380493,11,0.8189482688903809,0.9413455724716187
69,30.97259020805359,11,0.81789231300354,0.9421476125717163
70,30.96135187149048,11,0.8176364302635193,0.9423398971557617
71,30.718648672103882,11,0.8170302510261536,0.942164957523346
72,30.49156355857849,11,0.8202956914901733,0.9425231218338013
73,30.601961851119995,11,0.818641185760498,0.941491961479187
74,30.796594858169556,11,0.8203974366188049,0.9425130486488342
75,30.679019927978516,11,0.818595290184021,0.9417373538017273
76,29.730379343032837,11,0.8171054124832153,0.9414555430412292
77,30.45791506767273,11,0.8205789923667908,0.9425680637359619
78,30.370582103729248,11,0.8175370097160339,0.9413341879844666
79,30.575498342514038,11,0.8175824284553528,0.942037045955658
80,30.8383731842041,11,0.8179032802581787,0.9409865736961365
81,30.795316696166992,11,0.8174901604652405,0.9403440952301025
82,30.758013248443604,11,0.8430857062339783,0.9687573313713074
83,30.906679391860962,11,0.8198533058166504,0.9422164559364319
84,30.90269899368286,11,0.8200166821479797,0.9429395794868469
85,30.49717688560486,11,0.8180795311927795,0.9407099485397339
86,30.789952278137207,11,0.8177438974380493,0.9414191842079163
87,30.856603145599365,11,0.818061113357544,0.9426215291023254
88,30.849376678466797,11,0.8194559812545776,0.9419203400611877
89,30.667717218399048,11,0.8174185752868652,0.9424548745155334
90,30.665308475494385,11,0.8283745646476746,0.9529515504837036
91,30.70331859588623,11,0.8180066347122192,0.9424465894699097
92,30.781025171279907,11,0.8218744397163391,0.9459505081176758
93,30.606398344039917,11,0.8189743757247925,0.9407128691673279
