Run,Time Taken,Best Epoch,Train RMSE,Test RMSE
1,39.42080068588257,7,0.8124814629554749,0.9324948191642761
2,39.96937417984009,11,0.8078649044036865,0.9325393438339233
3,40.1501669883728,10,0.8075960278511047,0.931530773639679
4,40.390517711639404,12,0.8069861531257629,0.9315442442893982
5,39.34919714927673,11,0.8125349879264832,0.9352944493293762
6,42.29870414733887,15,0.8070335984230042,0.9381027817726135
7,39.34887218475342,10,0.8081414699554443,0.9301984906196594
8,40.11905288696289,14,0.8075912594795227,0.9348610639572144
9,40.44117832183838,10,0.8100245594978333,0.9328632950782776
10,39.344722747802734,4,0.8245293498039246,0.933983564376831
11,39.79412508010864,12,0.8087805509567261,0.9371532797813416
12,42.10442042350769,9,0.8139702081680298,0.9375954270362854
13,39.84502625465393,17,0.8080748319625854,0.934685468673706
14,41.49252009391785,15,0.8060055375099182,0.9339250326156616
15,40.410438776016235,8,0.8172361254692078,0.9383916258811951
16,39.08054232597351,13,0.8114107251167297,0.9454770088195801
17,39.30115795135498,7,0.8166396021842957,0.9361059665679932
18,40.027838706970215,18,0.8036497235298157,0.9367124438285828
19,41.74786019325256,14,0.8056222200393677,0.9360587000846863
20,39.378936529159546,9,0.8131532669067383,0.9356906414031982
21,39.37512159347534,22,0.8030381798744202,0.9329390525817871
22,39.06967854499817,7,0.8190941214561462,0.9438111186027527
23,39.88857102394104,11,0.8086586594581604,0.9328413009643555
24,39.88469362258911,15,0.8046445250511169,0.9317537546157837
25,39.58137011528015,19,0.8028159141540527,0.9332478046417236
26,39.813629150390625,13,0.8072419166564941,0.9339418411254883
27,39.162797689437866,9,0.8142446875572205,0.9404845833778381
28,39.18293762207031,12,0.8079098463058472,0.9371833801269531
29,40.55147957801819,10,0.8083410859107971,0.9315736293792725
30,39.870582580566406,14,0.8059805035591125,0.9308489561080933
31,39.45281434059143,7,0.816752016544342,0.9411315321922302
32,39.43012285232544,23,0.8056821227073669,0.9394540190696716
33,39.668893575668335,10,0.8089594841003418,0.9293069839477539
34,39.40778160095215,14,0.8050313591957092,0.9300557971000671
35,39.736902475357056,9,0.8110952377319336,0.9373977184295654
36,39.0086088180542,13,0.8068599700927734,0.9331848621368408
37,38.880760192871094,19,0.80451899766922,0.9380980730056763
38,39.753562211990356,14,0.8055868148803711,0.9342944622039795
39,39.08727741241455,7,0.8177313208580017,0.9401460886001587
40,39.72035813331604,7,0.8174088001251221,0.9389975666999817
41,39.442339181900024,13,0.8104910254478455,0.9409252405166626
42,39.84311389923096,14,0.8081348538398743,0.9355176687240601
43,39.3613440990448,13,0.8064002990722656,0.9319045543670654
44,39.80370903015137,9,0.8106673955917358,0.9321072697639465
45,38.75029945373535,14,0.8052417635917664,0.9335356950759888
46,39.759955406188965,15,0.8058509826660156,0.9344046115875244
47,39.94307088851929,14,0.8061885237693787,0.9329647421836853
48,40.451125621795654,12,0.8078113794326782,0.9349168539047241
49,38.92358160018921,16,0.8056225180625916,0.9339058995246887
50,39.503923416137695,24,0.8031793832778931,0.9384201765060425
51,38.7049515247345,13,0.8089109063148499,0.9338068962097168
52,39.50649070739746,14,0.8073150515556335,0.9375042915344238
53,39.34633493423462,7,0.8174116015434265,0.9355787038803101
54,39.95401954650879,14,0.8050941824913025,0.932256817817688
55,39.66281723976135,26,0.8027511835098267,0.9337790608406067
56,38.661158323287964,24,0.8048776984214783,0.9383381605148315
57,39.63913178443909,5,0.8173245191574097,0.9315732717514038
58,39.124263048172,9,0.8084728717803955,0.930595874786377
59,39.680651903152466,17,0.8072295784950256,0.9396091103553772
60,38.56442189216614,15,0.8048849105834961,0.9299458861351013
61,40.14707541465759,9,0.811330258846283,0.9282334446907043
62,39.53597140312195,9,0.8154905438423157,0.9409872889518738
63,40.066835165023804,8,0.8132498264312744,0.9362089037895203
64,39.49560260772705,15,0.8047791719436646,0.9361335039138794
65,40.237653493881226,11,0.8096460700035095,0.9361752867698669
66,41.132665157318115,9,0.8109279870986938,0.9323626756668091
67,40.91145706176758,18,0.8052545785903931,0.9388091564178467
68,39.73043084144592,10,0.8085393309593201,0.9344227313995361
69,40.31155037879944,17,0.803736686706543,0.9327566027641296
70,39.636720418930054,8,0.8107829689979553,0.9307282567024231
71,39.20380187034607,12,0.8049395680427551,0.9288009405136108
72,39.489306688308716,22,0.8043929934501648,0.9346041083335876
73,40.065738677978516,16,0.8035905361175537,0.933336615562439
74,39.37705588340759,16,0.8033136129379272,0.9326521158218384
75,39.76482129096985,9,0.8107560873031616,0.9346942901611328
76,40.28266453742981,15,0.8069908618927002,0.9352031350135803
77,39.701377630233765,13,0.8074696063995361,0.9352797269821167
78,39.5044629573822,7,0.8133422136306763,0.9346975088119507
79,39.05494952201843,6,0.8182908296585083,0.9354734420776367
80,39.48401594161987,12,0.8050574064254761,0.934115469455719
81,39.48377180099487,7,0.8139508962631226,0.9313742518424988
82,39.11120057106018,7,0.8132363557815552,0.9338805675506592
83,40.74581789970398,11,0.8101555109024048,0.9333630800247192
84,39.215686559677124,10,0.8101467490196228,0.9348517060279846
85,39.96865749359131,17,0.8073383569717407,0.9364218711853027
86,39.303658962249756,13,0.806073784828186,0.93177330493927
87,39.255446434020996,17,0.8076427578926086,0.9408735632896423
88,39.57551455497742,9,0.8098741173744202,0.931023120880127
89,39.488338470458984,19,0.8029043078422546,0.9332358241081238
90,40.717118978500366,8,0.8104318380355835,0.9314064979553223
91,41.94788384437561,9,0.8135753273963928,0.9378194808959961
92,41.46183681488037,22,0.8026873469352722,0.9335205554962158
